ShopID,AccountName,BillingCity,BillingZip,Website,HasWebsite,DirectOrdering,Note
43170.0,Pizza Bella - 43170,Devens,1434,http://www.pizzabelladevens.com/,True,True,
18915.0,Pizza By Rocco - 18915,Natick,1760,https://pizzabyrocco.com/,True,True,
52816.0,Pizza Etc - 52816,Brighton,2135,http://www.pizza-etc.com/,True,True,
17299.0,Pizza Express - 17299,Maynard,1754,https://www.pizzaexpressofmaynard.com/?utm_source=gbp,True,True,
17635.0,Pizza Express & More - 17635,Littleton,1460,,False,False,No website
35647.0,Pizza King - 35647,Leominster,1453,https://order.restomenu.com/en/pizza-king-leominster/menu,True,True,
17158.0,Pizza Market - 17158,West Newton,2465,https://westnewtonpizzamarket.com/,True,True,
110710.0,Pizza Mine - 110710,Ashland,1721,https://www.pizzaminema.com/,True,True,
nan,Pizza Peddler & Deli,Natick,1760,https://www.pizzapeddleranddeli.com/,True,True,
111836.0,Pizza Pie & Kitchen - 111836,Marlborough,1752,https://pizzapiekitchen.com/,True,True,
17163.0,Pizza Pizzazz - 17163,Pepperell,1463,https://www.pizzapizzazzpepperell.com/,True,True,
17225.0,Pizza Pizzazz - 17225,Townsend,1469,http://www.townsendpizzapizzazz.com/index.php,True,True,
nan,Pizza Project,Brighton,2135,http://www.pizzaprojectboston.com/,True,True,
102662.0,Pizza Shop at South Natick - 102662,Natick,1760,https://southnatickpizza.com/,True,True,
nan,Pizza Stop,Brookline,2445,https://brooklinepizzastop.com/,True,True,
4115.0,Pizza Wagon - 4115,Framingham,1701,http://pizzawagonframingham.com/index.php,True,True,
nan,Pizza-Roma,Watertown,2472,https://pizza-roma-watertownma.square.site/,True,True,
nan,"Pizzarella, Inc.",Marlborough,1752,https://pizzarellama.com/,True,True,
44708.0,Pizzaville - 44708,Southborough,1772,http://www.pizzavilletogo.com/,True,True,
nan,Pizzeria Presti,Westford,1886,http://pizzeriaprestiwestford.com/,True,True,
109688.0,Planett Pizza - 109688,Marlborough,1752,http://www.planettpizza.com/,True,True,
nan,Pleasant Pizza & Grill,Marlborough,1752,http://pleasantpizzagrill.com/,True,True,
36127.0,Pomodoro's Pizza - 36127,Worcester,1605,https://www.pomodorosworcester.com/,True,True,
17396.0,Post Road Pizza - 17396,Marlborough,1752,https://www.postroadpizzamenu.com/?utm_source=gbp,True,True,
nan,Posto,Somerville,2144,http://www.postoboston.com/,True,True,
nan,Prairie Fire,Brookline,2446,https://www.prairiefirebrookline.com/,True,True,
38294.0,Presto Pizza - 38294,Lunenburg,1462,http://www.prestopizzalunenburg.com/,True,True,
12121.0,Primo Pizza of Cambridge & Roast Beef - 12121,Cambridge,2139,http://www.primocambridge.com/,True,True,
105602.0,Princeton House of Pizza - 105602,Princeton,1541,http://princetonpizzaria.com/,True,True,
nan,Proof Pizzeria,Allston,2134,http://proofpizzeriama.com/,True,True,
52702.0,Rail Trail Flatbread Co - 52702,Hudson,1749,http://www.railtrailflatbread.com/,True,True,
53363.0,Ready Set Pizza - 53363,Worcester,1606,http://www.readysetpizza.net/,True,True,
12867.0,Real Italian Gusto - 12867,Medford,2155,http://www.realitaliangusto.com/,True,True,
nan,Red Tomato Pizza,Barre,1005,http://www.redtomatopizzarestaurant.com/,True,True,
39381.0,Reno's Pizzeria - 39381,Templeton,1438,https://www.renosma.com/,True,True,
52321.0,Restaurant Pizza Works - 52321,Worcester,1605,https://www.restaurantpizzaworksmenu.com/?utm_source=gbp,True,True,
111234.0,Riverbridge Pizza & Deli - 111234,Berlin,1503,https://www.riverbridgepizza.com/,True,True,
nan,Riverside Pizza & Seafoods,Cambridge,2139,https://www.riversidepizzacambridge.com/,True,True,
nan,Road Runner Pizza,WORCESTER,1606,http://www.roadrunnerpizza-worcester.com/hamilton/,True,True,
47912.0,Roasted Peppers - 47912,Maynard,1754,https://maynardroastedpeppers.com/,True,True,
52995.0,Roasted Peppers Pizza - 52995,Leominster,1453,http://myroastedpeppersleominster.com/,True,True,
47605.0,Rock City Pizza - 47605,Boston,2134,https://www.rockcitypizzeria.com/,True,True,
nan,Romano Pizza and Pasta,Acton,1720,http://www.romanopizzapasta.com/,True,True,
52671.0,Rossini's Pizzeria - 52671,Sudbury,1776,http://www.rossinispizzeria.com/,True,True,
17455.0,Rossini's Pizzeria & Restaurant - 17455,Concord,1742,https://www.rossiniseasy.com/,True,True,
51002.0,Royal Pizza & Subs - 51002,Somerville,2143,http://royalpizzaandsubs.com/,True,True,
10066.0,Rustic Pizza - 10066,Sherborn,1770,https://www.rusticpizzaus.com/,True,True,
